ticker_db,yf_ticker_corr,yf_ok,precio_yf,nombre,bolsa,tipo,isin,estatus
AC*,AC.MX,SI,207.9,"ARCA CONTINENTAL, S.A.B. DE C.V.",BMV,Acción,MX01AC100006,ACTIVA
ACCELSAB,ACCELSAB.MX,SI,22.17,"ACCEL, S.A.B. DE C.V.",BMV,Acción,MXP000171316,ACTIVA
ACONCK19,ACONCK19.MX,NO,,"BANCO NACIONAL DE MÉXICO, S.A.,  INTEGRANTE DEL GRUPO FINANCIERO BANAMEX",BMV,Acción,MX1RAC170016,ACTIVA
ACONCK14,ACONCK14.MX,NO,,"BANCO NACIONAL DE MÉXICO, S.A.,  INTEGRANTE DEL GRUPO FINANCIERO BANAMEX",BMV,Acción,MX1RAC170008,ACTIVA
ACTINVRB,ACTINVRB.MX,SI,22.41,"CORPORACION ACTINVER, S.A.B. DE C.V.",BMV,Acción,MX01AC0Q0007,ACTIVA
ACTPI19,ACTPI19.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,MX1RAC1N0002,ACTIVA
ADMEXCK09,ADMEXCK09.MX,NO,,"BANCO INVEX, S.A., INSTITUCION DE BANCA MULTIPLE, INVEX GRUPO FINANCIERO",BMV,Acción,MX1RAD030003,ACTIVA
AGCCK12,AGCCK12.MX,NO,,"HSBC MEXICO, S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO HSBC",BMV,Acción,MX1RAG030000,ACTIVA
AGUA*,AGUA.MX,SI,11.36,"GRUPO ROTOPLAS, S.A.B. DE C.V.",BMV,Acción,MX01AG050009,ACTIVA
AGUILASCPO,AGUILASCPO.MX,SI,76.0,"OLLAMANI, S.A.B",BMV,Acción,MX01AG080022,ACTIVA
AINDACK23,AINDACK23.MX,NO,,"BANCO INVEX, S.A., INSTITUCION DE BANCA MULTIPLE, INVEX GRUPO FINANCIERO",BMV,Acción,,ACTIVA
AINDACK18A,AINDACK18A.MX,NO,,"BANCO INVEX, S.A., INSTITUCION DE BANCA MULTIPLE, INVEX GRUPO FINANCIERO",BMV,Acción,,ACTIVA
AIONPI23,AIONPI23.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAI080003,ACTIVA
AIONPI23-2,AIONPI23-2.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAI080011,ACTIVA
AIONPI23-3,AIONPI23-3.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAI080029,ACTIVA
ALLVPCK18,ALLVPCK18.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,MX1RAL1B0007,ACTIVA
ALPEKA,ALPEKA.MX,SI,8.23,"ALPEK, S.A.B. DE C.V.",BMV,Acción,MX01AL0C0004,ACTIVA
ALSEA*,ALSEA.MX,SI,60.83,"ALSEA, S.A.B. DE C.V.",BMV,Acción,MXP001391012,ACTIVA
ALTERNAB,ALTERNAB.MX,SI,1.61,"ALTERNA ASESORIA INTERNACIONAL, S.A.B. DE C.V.",BMV,Acción,MX01AL2G0008,ACTIVA
ALTUM24,ALTUM24.MX,NO,,"BANCO ACTINVER, S.A. INSTITUCIÓN DE BANCA MÚLTIPLE, GRUPO FINANCIERO ACTINVER",BIVA,Acción,MX1RAL1N0003,ACTIVA
ALTUMCK19-3,ALTUMCK19-3.MX,NO,,"BANCO INVEX, S.A., INSTITUCION DE BANCA MULTIPLE, INVEX GRUPO FINANCIERO",BIVA,Acción,MX1RAL1F0029,ACTIVA
ALTUMCK22,ALTUMCK22.MX,NO,,"BANCO INVEX, S.A., INSTITUCION DE BANCA MULTIPLE, INVEX GRUPO FINANCIERO",BIVA,Acción,MX1RAL1F0037,ACTIVA
ALTUMCK19-2,ALTUMCK19-2.MX,NO,,"BANCO INVEX, S.A., INSTITUCION DE BANCA MULTIPLE, INVEX GRUPO FINANCIERO",BIVA,Acción,MX1RAL1F0011,ACTIVA
AMICK18,AMICK18.MX,NO,,"BANCO INVEX, S.A., INSTITUCION DE BANCA MULTIPLE, INVEX GRUPO FINANCIERO",BMV,Acción,MX1RAM200001,ACTIVA
AMXB,AMXB.MX,SI,22.45,"AMERICA MOVIL, S.A.B. DE C.V.",BMV,Acción,MX01AM050019,ACTIVA
ANB*,ANB.MX,SI,1400.0,ANHEUSER-BUSCH INBEV SA/NV,BMV,Acción,BE0974293251,ACTIVA
ARA*,ARA.MX,SI,4.7,"CONSORCIO ARA, S.A.B. DE C.V.",BMV,Acción,MXP001161019,ACTIVA
ARAGOPI20D,ARAGOPI20D.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,,ACTIVA
ARISTOSA,ARISTOSA.MX,SI,13.55,"CONSORCIO ARISTOS, S.A.B. DE C.V.",BMV,Acción,MXP050421090,ACTIVA
ARTH4CK15,ARTH4CK15.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,MX1RAR170001,ACTIVA
ARTH4CK15-2,ARTH4CK15-2.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,MX1RAR170019,ACTIVA
ARTH4CK18,ARTH4CK18.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,MX1RAR170027,ACTIVA
ARTH5CK17,ARTH5CK17.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,MX1RAR1B0004,ACTIVA
ASURB,ASURB.MX,SI,620.33,"GRUPO AEROPORTUARIO DEL SURESTE, S.A.B. DE C.V.",BMV,Acción,MXP001661018,ACTIVA
AUTLANB,AUTLANB.MX,SI,7.6,"COMPAÑIA MINERA AUTLAN, S.A.B. DE C. V.",BMV,Acción,MXP0598H1110,ACTIVA
AXIS2CK14,AXIS2CK14.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,MX1RAX070005,ACTIVA
AXTELCPO,AXTELCPO.MX,SI,2.72,"AXTEL, S.A.B. DE C.V.",BMV,Acción,MX01AX040009,ACTIVA
AYLLUPI21-18,AYLLUPI21-18.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY0000Q9,ACTIVA
AYLLUPI21D-4,AYLLUPI21D-4.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY0000F2,ACTIVA
AYLLUPI21-19,AYLLUPI21-19.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY0000R7,ACTIVA
AYLLUPI21-20,AYLLUPI21-20.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY0000S5,ACTIVA
AYLLUPI21D,AYLLUPI21D.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY0000I6,ACTIVA
AYLLUPI21D-2,AYLLUPI21D-2.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY0000H8,ACTIVA
AYLLUPI21D-3,AYLLUPI21D-3.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY0000G0,ACTIVA
AYLLUPI21D-5,AYLLUPI21D-5.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY0000E5,ACTIVA
AYLLUPI21D-6,AYLLUPI21D-6.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY0000D7,ACTIVA
AYLLUPI21D-7,AYLLUPI21D-7.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY0000C9,ACTIVA
AYLLUPI21D-8,AYLLUPI21D-8.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY0000B1,ACTIVA
AYLLUPI21D-9,AYLLUPI21D-9.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY0000A3,ACTIVA
AYLLUPI21D10,AYLLUPI21D10.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY000092,ACTIVA
AYLLUPI22,AYLLUPI22.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY0000T3,ACTIVA
AYLLUPI21-16,AYLLUPI21-16.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY0000O4,ACTIVA
AYLLUPI21-17,AYLLUPI21-17.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY0000P1,ACTIVA
AYLLUPI18D,AYLLUPI18D.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY000076,ACTIVA
AYLLUPI20D,AYLLUPI20D.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY000019,ACTIVA
AYLLUPI20D-2,AYLLUPI20D-2.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY000027,ACTIVA
AYLLUPI20D-3,AYLLUPI20D-3.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY000035,ACTIVA
AYLLUPI20D-4,AYLLUPI20D-4.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY000043,ACTIVA
AYLLUPI20D-5,AYLLUPI20D-5.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY000084,ACTIVA
AYLLUPI20D-6,AYLLUPI20D-6.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY000050,ACTIVA
AYLLUPI20D-7,AYLLUPI20D-7.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY000068,ACTIVA
AYLLUPI21-11,AYLLUPI21-11.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY0000J4,ACTIVA
AYLLUPI21-12,AYLLUPI21-12.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY0000K2,ACTIVA
AYLLUPI21-13,AYLLUPI21-13.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY0000L0,ACTIVA
AYLLUPI21-14,AYLLUPI21-14.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY0000M8,ACTIVA
AYLLUPI21-15,AYLLUPI21-15.MX,NO,,"CIBANCO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BIVA,Acción,MX1RAY0000N6,ACTIVA
BAFARB,BAFARB.MX,SI,120.0,"GRUPO BAFAR, S.A.B. DE C.V.",BMV,Acción,MXP100901018,ACTIVA
BALAMCK16,BALAMCK16.MX,NO,,"BANCO NACIONAL DE MÉXICO, S.A.,  INTEGRANTE DEL GRUPO FINANCIERO BANAMEX",BMV,Acción,MX1RBA1O0003,ACTIVA
BALAMCK18,BALAMCK18.MX,NO,,"BANCO NACIONAL DE MÉXICO, S.A.,  INTEGRANTE DEL GRUPO FINANCIERO BANAMEX",BMV,Acción,,ACTIVA
BBAJIOO,BBAJIOO.MX,SI,57.43,"BANCO DEL BAJÍO, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE",BMV,Acción,MX41BB000000,ACTIVA
BBVA*,BBVA.MX,SI,396.0,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",BMV,Acción,ES0113211835,ACTIVA
BCCK17,BCCK17.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,MX1RBC0F0001,ACTIVA
BCCK18,BCCK18.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,,ACTIVA
BEEL2CK24,BEEL2CK24.MX,NO,,"BANCO ACTINVER, S.A. INSTITUCIÓN DE BANCA MÚLTIPLE, GRUPO FINANCIERO ACTINVER",BIVA,Acción,MX1RBE0D0009,ACTIVA
BEELICK20,BEELICK20.MX,NO,,"BANCO ACTINVER, S.A. INSTITUCIÓN DE BANCA MÚLTIPLE, GRUPO FINANCIERO ACTINVER",BIVA,Acción,MX1RBE0C0000,ACTIVA
BEVIDESB,BEVIDESB.MX,SI,26.0,"FARMACIAS BENAVIDES, S.A.B. DE C.V.",BMV,Acción,MXP3895X1106,ACTIVA
BEVIDESA,BEVIDESA.MX,NO,,"FARMACIAS BENAVIDES, S.A.B. DE C.V.",BMV,Acción,MXP3895X1023,ACTIVA
BIMBOA,BIMBOA.MX,SI,62.6,"GRUPO BIMBO, S.A.B. DE C.V.",BMV,Acción,MXP495211262,ACTIVA
BLKAGPI23D,BLKAGPI23D.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,,ACTIVA
BLKAGPI18D,BLKAGPI18D.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,MX1RBL030002,ACTIVA
BLKCPI18,BLKCPI18.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,MX1RBL020003,ACTIVA
BLKPEPI19-2D,BLKPEPI19-2D.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,,ACTIVA
BLKPEPI19-3D,BLKPEPI19-3D.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,,ACTIVA
BLKPEPI19-4D,BLKPEPI19-4D.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,,ACTIVA
BLKPEPI19-5D,BLKPEPI19-5D.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,,ACTIVA
BLKPEPI19-6D,BLKPEPI19-6D.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,,ACTIVA
BLKPEPI19-7D,BLKPEPI19-7D.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,,ACTIVA
BLKPEPI19D,BLKPEPI19D.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,,ACTIVA
BLKPEPI22D,BLKPEPI22D.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,,ACTIVA
BOCELCK20,BOCELCK20.MX,NO,,"BANCO INVEX, S.A., INSTITUCION DE BANCA MULTIPLE, INVEX GRUPO FINANCIERO",BMV,Acción,,ACTIVA
BOLSAA,BOLSAA.MX,SI,37.92,"BOLSA MEXICANA DE VALORES, S.A.B. DE C.V.",BMV,Acción,MX01BM1B0000,ACTIVA
BXMXPI18-2D,BXMXPI18-2D.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,MX1RBX0C0018,ACTIVA
BXMXPI18-3D,BXMXPI18-3D.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,MX1RBX0C0026,ACTIVA
BXMXPI18D,BXMXPI18D.MX,NO,,"CIBANCO,S.A. INSTITUCION DE BANCA MULTIPLE",BMV,Acción,MX1RBX0C0000,ACTIVA
CABLECPO,CABLECPO.MX,SI,55.0,"EMPRESAS CABLEVISION, S.A. DE C.V.",BMV,Acción,MX01CA110005,ACTIVA
CADUA,CADUA.MX,SI,5.2,CORPOVAEL S.A.B. DE C.V.,BMV,Acción,MX01CA130029,ACTIVA
